ACC Macro,ARI,Bangdiwala B,Bennett S,Braun_Blanke,CBA,Chi-Squared DF,Conditional Entropy,Cross Entropy,F1 Macro,F1 Micro,FNR Micro,FPR Micro,Gwet AC1,Hamming Loss,Jaccard,Joint Entropy,Kappa,Kappa No Prevalence,Kappa Standard Error,Kappa Unbiased,Krippendorff Alpha,Mutual Information,NIR,Overall ACC,Overall CEN,Overall MCEN,Overall RACC,Overall RACCU,PPV Micro,RR,Reference Entropy,Response Entropy,Scott PI,Sorensen,Standard Error,TNR Micro,TPR Micro,mark_1,mark_2,mark_3,mark_4,mark_5
0.9494400024414062,0.06336659185115685,0.9492350934764308,0.8988800048828125,0.03665264652865025,0.4930466886885431,1.0,0.013380088427613441,0.471512340765322,0.5222963694514938,0.9494400024414062,0.05055999755859375,0.05055999755859375,0.9466148700062056,0.05055999755859375,0.036580711988224386,0.3097887668727721,0.06694526634121183,0.8988800048828125,0.00227969516031618,0.04459273890298776,0.044592890760882194,0.007637641838513497,0.9476232528686525,0.9494400024414062,0.13686501906666304,0.11121036472273696,0.94581239906438,0.9470801619190752,0.9494400024414062,1572864.0,0.2964086784451585,0.021017730266126942,0.04459273890298776,0.07057957294625013,0.0001235312116020777,0.9494400024414062,0.9494400024414062,1,0,0,0,0
0.8685264587402344,0.010118092893671231,0.8682857877373396,0.7370529174804688,0.006908276244606286,0.4376571913373617,1.0,0.007879197367912448,1.3375520804340495,0.471645330398722,0.8685264587402344,0.13147354125976562,0.13147354125976562,0.8498444188863764,0.13147354125976562,0.006908276244606286,0.5718306101839702,0.011926827257269231,0.7370529174804688,0.001431861032498794,-0.056709339202555935,-0.05670917124313012,0.0026719172262896704,0.8676118850708008,0.8685264587402344,0.25292728704020706,0.192992421884272,0.8669394687694876,0.8755821147951792,0.8685264587402344,1572864.0,0.5639514128160579,0.010551114594202118,-0.056709339202555935,0.013721758788936743,0.00019052418963255957,0.8685264587402344,0.8685264587402344,0,0,0,0,1
0.8184757232666016,0.02653740070607437,0.8073742694238042,0.6369514465332031,0.05333594953802827,0.4457043498382372,1.0,0.6452679922552809,0.3398008192282346,0.4938572750261456,0.8184757232666016,0.18152427673339844,0.18152427673339844,0.7788120219454482,0.18152427673339844,0.04630631713965047,0.8588572598715517,0.034177367700352214,0.6369514465332031,0.0011563048247292462,-0.012285449947708893,-0.012285289049270018,0.0014586308948614235,0.966099739074707,0.8184757232666016,0.41779197973188376,0.3336778251540123,0.812052160859821,0.8206787653198262,0.8184757232666016,1572864.0,0.2135892676162708,0.6467266231501423,-0.012285449947708893,0.08851388237096912,0.0002173249931952252,0.8184757232666016,0.8184757232666016,0,0,0,1,0
0.7344875335693359,-0.024143559225651333,0.7199528610771879,0.4689750671386719,0.01070434851737022,0.3829117988011701,1.0,0.791131461243108,0.4468974010469071,0.43272270690569936,0.7344875335693359,0.2655124664306641,0.2655124664306641,0.6533673344129007,0.2655124664306641,0.0095801183196195,0.989139117307195,-0.037538124018318506,0.4689750671386719,0.000972956078477816,-0.13455458618860125,-0.13455440585600653,0.003784713191689049,0.9692764282226562,0.7344875335693359,0.4920929233860694,0.3848662290899328,0.7440937732462771,0.7659764724739944,0.7344875335693359,1572864.0,0.19800765606408705,0.794916174434797,-0.13455458618860125,0.018978421119395617,0.00024898551884035687,0.7344875335693359,0.7344875335693359,0,0,0,1,0
0.7446308135986328,0.12703807624040536,0.6924927628316817,0.4892616271972656,0.22575077545704705,0.4949227831762906,1.0,0.8086247284409966,0.6089721550326387,0.5837941604725082,0.7446308135986328,0.2553691864013672,0.2553691864013672,0.6316176088632198,0.2553691864013672,0.19407567033952636,1.2962182483211695,0.2035522535271852,0.4892616271972656,0.0007668015097171887,0.16758832094501644,0.16758845325328958,0.03627068737546102,0.8940448760986328,0.7446308135986328,0.5832586015582737,0.4498394322775448,0.6793647950762534,0.693217679632653,0.7446308135986328,1572864.0,0.4875935198801732,0.8448954158164577,0.16758832094501644,0.3250642738317286,0.0002458635592040091,0.7446308135986328,0.7446308135986328,0,0,1,0,0
0.7554101943969727,0.0015057122408623062,0.7492866730295621,0.5108203887939453,0.014041797350060808,0.3879651595003215,1.0,0.7923265717312479,0.4144832985971885,0.4433870008773693,0.7554101943969727,0.2445898056030273,0.2445898056030273,0.6865388147426753,0.2445898056030273,0.013500986610560005,0.8917617705012912,0.0022274687444412025,0.5108203887939453,0.0009886514425581556,-0.1132259982452614,-0.1132258213027544,2.2818739222052464e-05,0.9871034622192384,0.7554101943969727,0.4100030884686429,0.30843957111322984,0.7548641619796399,0.7802873756195368,0.7554101943969727,1572864.0,0.09943519877004332,0.7923493904704699,-0.1132259982452614,0.026642276206777463,0.0002423538998815313,0.7554101943969727,0.7554101943969727,0,1,0,0,0
0.975299835205078,0.0,0.975299835205078,0.9505996704101562,0.0,0.4876499176025391,1.0,0.16707351090067685,0.03608228190789188,0.4937477429110509,0.975299835205078,0.024700164794921875,0.024700164794921875,0.9746822046578172,0.024700164794921875,0.0,0.16707351090067685,0.0,0.9505996704101562,0.0035428973215732326,-0.0125045141778982,-0.012504353244641312,0.0,1.0,0.975299835205078,0.0780698995702447,0.06594123365104336,0.975299835205078,0.9756048842755264,0.975299835205078,1572864.0,-0.0,0.16707351090067685,-0.0125045141778982,0.0,8.751014769434617e-05,0.975299835205078,0.975299835205078,0,1,0,0,0
0.8572292327880859,0.0,0.8572292327880859,0.7144584655761719,0.0,0.42861461639404297,1.0,0.5914494568197254,0.2222470459936475,0.4615635041998597,0.8572292327880859,0.14277076721191406,0.14277076721191406,0.8354077538984224,0.14277076721191406,0.0,0.5914494568197254,0.0,0.7144584655761719,0.00138155524414688,-0.07687299160028058,-0.07687282043592822,0.0,1.0,0.8572292327880859,0.2642243866335711,0.20046639604658625,0.8572292327880859,0.8674209787732252,0.8572292327880859,1572864.0,-0.0,0.5914494568197254,-0.07687299160028058,0.0,0.00019724570215249332,0.8572292327880859,0.8572292327880859,0,1,0,0,0
0.8966493606567383,-0.006420784428336375,0.8930152384903203,0.7932987213134766,0.017089689932946312,0.4659714251267186,1.0,0.14961446958441552,0.4983435986444117,0.4863471787652996,0.8966493606567383,0.10335063934326172,0.10335063934326172,0.8850888900531685,0.10335063934326172,0.013822913822913823,0.5683695817244039,-0.00725647166817135,0.7932987213134766,0.0016727622546955322,-0.027305642469400808,-0.02730547918356606,6.544934462501817e-05,0.9152336120605468,0.8966493606567383,0.2921909941169865,0.2434536948109497,0.897393918778107,0.8993964064143256,0.8966493606567383,1572864.0,0.4187551121399884,0.14967991892904053,-0.027305642469400808,0.027268892100279152,0.0001716355797702066,0.8966493606567383,0.8966493606567383,0,0,1,0,0
0.9444570541381836,0.0,0.9444570541381836,0.8889141082763672,0.0,0.4722285270690918,1.0,-0.0,-0.0,0.4857176208279812,0.9444570541381836,0.055542945861816406,0.055542945861816406,0.9412864994852116,0.055542945861816406,0.0,0.30949188530957344,0.0,0.8889141082763672,0.002324963120765897,-0.028564758344037575,-0.028564594858071425,0.0,0.9444570541381836,0.9444570541381836,0.14245709922407668,0.11581405424043002,0.9444570541381836,0.945999563555688,0.9444570541381836,1572864.0,0.30949188530957344,-0.0,-0.028564758344037575,0.0,0.00012913530074741997,0.9444570541381836,0.9444570541381836,1,0,0,0,0
