ACC Macro,ARI,Bangdiwala B,Bennett S,Braun_Blanke,CBA,Conditional Entropy,Cross Entropy,F1 Macro,F1 Micro,FNR Micro,FPR Micro,Gwet AC1,Hamming Loss,Jaccard,Joint Entropy,Kappa,Kappa No Prevalence,Kappa Standard Error,Kappa Unbiased,Krippendorff Alpha,Mutual Information,NIR,Overall ACC,Overall CEN,Overall MCEN,Overall RACC,Overall RACCU,PPV Micro,Reference Entropy,Response Entropy,Scott PI,Sorensen,Standard Error,TNR Micro,TPR Micro,mark_1,mark_2,mark_3,mark_4,mark_5
0.9947357177734375,0.0,0.9947357177734375,0.989471435546875,0.0,0.49736785888671875,-0.0,-0.0,0.4986804562179198,0.9947357177734375,0.0052642822265625,0.0052642822265625,0.9947079321634416,0.0052642822265625,0.0,0.04742296232249919,0.0,0.989471435546875,0.0077503923765929175,-0.002639087564160426,-0.0026389281989693536,0.0,0.9947357177734375,0.9947357177734375,0.02254624975147373,0.019924117047694336,0.9947357177734375,0.994749574107118,0.9947357177734375,0.04742296232249919,-0.0,-0.002639087564160426,0.0,4.080025283698359e-05,0.9947357177734375,0.9947357177734375,0,0,0,0,1
0.9928092956542969,0.0,0.9928092956542969,0.9856185913085938,0.0,0.49640464782714844,0.06153191238222409,0.010411471429998051,0.49819583731333855,0.9928092956542969,0.007190704345703125,0.007190704345703125,0.9927574035280476,0.007190704345703125,0.0,0.06153191238222409,0.0,0.9856185913085938,0.006625011204482448,-0.003608325373322894,-0.003608165854080786,0.0,1.0,0.9928092956542969,0.029174322869778585,0.025597653382541444,0.9928092956542969,0.9928351487687905,0.9928092956542969,-0.0,0.06153191238222409,-0.003608325373322894,0.0,4.763849685840384e-05,0.9928092956542969,0.9928092956542969,0,0,0,0,1
0.7836894989013672,0.15283793116901062,0.7597318968673537,0.5673789978027344,0.17489185099130222,0.4786092840464786,0.7532311179921938,0.5000268152611103,0.5800020150230769,0.7836894989013672,0.2163105010986328,0.2163105010986328,0.7086673359328665,0.2163105010986328,0.16789381582857332,1.0565753008294776,0.21803772820079823,0.5673789978027344,0.0008391863820629905,0.16000403004615388,0.16000416355991762,0.057338840000724645,0.945953369140625,0.7836894989013672,0.43443790337046456,0.3207919418443654,0.723374760011211,0.7424862632251461,0.7836894989013672,0.30334418283728376,0.8105699579929184,0.16000403004615388,0.2875155490218252,0.00023214013433349827,0.7836894989013672,0.7836894989013672,0,0,0,1,0
0.7240514755249023,0.0,0.7240514755249023,0.4481029510498047,0.0,0.36202573776245117,0.8498714837764738,0.4658358273515241,0.4199709149081286,0.7240514755249023,0.27594852447509766,0.27594852447509766,0.6379223528198236,0.27594852447509766,0.0,0.8498714837764738,0.0,0.4481029510498047,0.000913292937714978,-0.16005817018374277,-0.16005798579746236,0.0,1.0,0.7240514755249023,0.36471175131507605,0.2562911828151196,0.7240514755249023,0.7621252696048941,0.7240514755249023,-0.0,0.8498714837764738,-0.16005817018374277,0.0,0.0002520218385759755,0.7240514755249023,0.7240514755249023,0,0,0,1,0
0.8009414672851562,0.0,0.8009414672851562,0.6018829345703125,0.0,0.4004707336425781,0.7200411595144406,0.3202312803969102,0.4447348688641958,0.8009414672851562,0.19905853271484375,0.19905853271484375,0.757468589123751,0.19905853271484375,0.0,0.7200411595144406,0.0,0.6018829345703125,0.0011309656282765678,-0.11053026227160849,-0.11053008575757704,0.0,1.0,0.8009414672851562,0.31625291744583334,0.23177732396136752,0.8009414672851562,0.8207536170084495,0.8009414672851562,-0.0,0.7200411595144406,-0.11053026227160849,0.0,0.00022512835851565497,0.8009414672851562,0.8009414672851562,0,0,0,0,1
0.8281497955322266,0.1143432050821348,0.8034291594873098,0.6562995910644531,0.23171849374537737,0.5647615267939822,0.48195522342024044,0.5261880459665034,0.5727261226853027,0.8281497955322266,0.17185020446777344,0.17185020446777344,0.784891265062,0.17185020446777344,0.13789523540696869,1.0073525903226987,0.14568311919437346,0.6562995910644531,0.0010573963982063778,0.14545224537060517,0.1454523811973128,0.01250762628538693,0.8813743591308594,0.8281497955322266,0.4951202444846017,0.4046485218327748,0.7988448919495568,0.7988992381797289,0.8281497955322266,0.5253973669024583,0.49446284970562737,0.14545224537060517,0.2423689477136274,0.00021270068673335344,0.8281497955322266,0.8281497955322266,0,0,1,0,0
0.9869756698608398,-0.0038890988494784035,0.9869245438094917,0.9739513397216797,0.0,0.4946790357257916,0.024377601229858537,0.09578119366799258,0.49672257432823214,0.9869756698608398,0.013024330139160156,0.013024330139160156,0.9868049321009488,0.013024330139160156,0.0,0.10922929658985042,-0.0039411012070443415,0.9739513397216797,0.004927460777018347,-0.006554851343535742,-0.006554691355953639,3.712368544585287e-05,0.9893836975097656,0.9869756698608398,0.05622945089736475,0.049778668146609466,0.9870267985606915,0.9870604864486268,0.9869756698608398,0.08485169535999189,0.02441472491530439,-0.006554851343535742,0.0,6.392494124455045e-05,0.9869756698608398,0.9869756698608398,0,0,0,0,1
0.8699855804443359,-0.01821785292076832,0.8672692006474373,0.7399711608886719,0.0,0.4400514412622212,0.08844734621329475,0.7782939445894833,0.4652365181541211,0.8699855804443359,0.13001441955566406,0.13001441955566406,0.8519935382966287,0.13001441955566406,0.0,0.6135355924319192,-0.021407006144326276,0.7399711608886719,0.0014896989615010348,-0.06952696369175784,-0.06952679369502549,0.0021051010205659637,0.8814811706542969,0.8699855804443359,0.30609402807155095,0.24739075299158056,0.8727104682329809,0.8784374550905341,0.8699855804443359,0.5250882462186245,0.09055244723386072,-0.06952696369175784,0.0,0.0001896230832832813,0.8699855804443359,0.8699855804443359,0,0,1,0,0
0.9527978897094727,0.1259115046468604,0.9520584992104542,0.9055957794189453,0.08483582452795749,0.5207241404014604,0.058370609308065896,0.3374879863182002,0.5601586007574447,0.9527978897094727,0.047202110290527344,0.047202110290527344,0.9501215042419477,0.047202110290527344,0.07792764260963524,0.3319835051298593,0.13252704162143625,0.9055957794189453,0.0021974299886818567,0.12031720151488955,0.1203173413367041,0.0099455747735612,0.952977180480957,0.9527978897094727,0.15226385224730288,0.12692426542489246,0.9455866493190115,0.9463418969066879,0.9527978897094727,0.27361289582179354,0.0683161840816271,0.12031720151488955,0.14458789167141944,0.0001195695285710665,0.9527978897094727,0.9527978897094727,0,0,1,0,0
0.8163690567016602,-0.07847022131446628,0.7999145131964752,0.6327381134033203,0.0,0.44660185563912286,0.44801065464656714,0.42418958217976444,0.44945109238102887,0.8163690567016602,0.18363094329833984,0.18363094329833984,0.779615333632237,0.18363094329833984,0.0,0.8710591906653624,-0.1006546911647073,0.6327381134033203,0.0013084611726899048,-0.10109781523794223,-0.10109764022315763,0.013361167386061135,0.9139785766601562,0.8163690567016602,0.48666122610639734,0.40760283805669656,0.8331620763783576,0.8332292183699792,0.8163690567016602,0.42304853601879533,0.4613718220326283,-0.10109781523794223,0.0,0.00021830094519112298,0.8163690567016602,0.8163690567016602,0,0,0,1,0
