ACC Macro,ARI,Bangdiwala B,Bennett S,Braun_Blanke,CBA,Conditional Entropy,Cross Entropy,F1 Macro,F1 Micro,FNR Micro,FPR Micro,Gwet AC1,Hamming Loss,Jaccard,Joint Entropy,Kappa,Kappa No Prevalence,Kappa Standard Error,Kappa Unbiased,Krippendorff Alpha,Mutual Information,NIR,Overall ACC,Overall CEN,Overall MCEN,Overall RACC,Overall RACCU,PPV Micro,Reference Entropy,Response Entropy,Scott PI,Sorensen,Standard Error,TNR Micro,TPR Micro,mark_1,mark_2,mark_3,mark_4,mark_5
0.9213066101074219,-0.01672297432733332,0.9198959198481406,0.8426132202148438,0.0,0.46546341087362925,0.08193803911931138,0.4648915029571272,0.4795208663004136,0.9213066101074219,0.07869338989257812,0.07869338989257812,0.914871116349371,0.07869338989257812,0.0,0.44170915609645434,-0.018282140191419206,0.8426132202148438,0.001964447873279976,-0.040958267399172854,-0.04095810194331267,0.0010613596695592253,0.931640625,0.9213066101074219,0.2255272226171548,0.18845918257118838,0.9227194637060165,0.9244029349138145,0.9213066101074219,0.3597711169771429,0.08299939878887061,-0.040958267399172854,0.0,0.0001518135851686518,0.9213066101074219,0.9213066101074219,1,0,0,0,0
0.9492177963256836,-0.018784138586822565,0.9482306761812445,0.8984355926513672,0.0,0.4809174726836815,0.23074770079416373,0.11671717530607395,0.48697369689266073,0.9492177963256836,0.050782203674316406,0.050782203674316406,0.9465735735508486,0.050782203674316406,0.0,0.3315647712155059,-0.019844692918666664,0.8984355926513672,0.002485997117423155,-0.026052606214678486,-0.0260524431280081,0.0007314702665714434,0.986882209777832,0.9492177963256836,0.17547317328953765,0.15102420068180722,0.9502059440746962,0.9505072124306935,0.9492177963256836,0.10081707042134222,0.23147917106073518,-0.026052606214678486,0.0,0.0001237878794951127,0.9492177963256836,0.9492177963256836,0,0,1,0,0
0.9018440246582031,0.33653798203358953,0.8916624624400338,0.8036880493164062,0.30734816054588177,0.6103540596596968,0.22127168424217658,0.5724872306588464,0.6861760674139052,0.9018440246582031,0.09815597534179688,0.09815597534179688,0.8836480981853999,0.09815597534179688,0.27066326530612245,0.7463599304608011,0.3809806811014835,0.8036880493164062,0.0010579154597847057,0.3723521348278104,0.37235223458975186,0.07561087913988929,0.8814811706542969,0.9018440246582031,0.30952092953962196,0.2471838793015059,0.84143309853971,0.8436129862166126,0.9018440246582031,0.5250882462186245,0.29688256338206587,0.3723521348278104,0.4260188717125075,0.00016775037646499878,0.9018440246582031,0.9018440246582031,0,0,1,0,0
0.8046722412109375,0.0,0.8046722412109375,0.609344482421875,0.0,0.40233612060546875,0.7124846121773433,0.3135268300057896,0.44588276077821276,0.8046722412109375,0.1953277587890625,0.1953277587890625,0.7628794352953483,0.1953277587890625,0.0,0.7124846121773433,0.0,0.609344482421875,0.0011443712602221335,-0.1082344784435745,-0.10823430229444807,0.0,1.0,0.8046722412109375,0.3132830619337527,0.23009913759841197,0.8046722412109375,0.8237487078877166,0.8046722412109375,-0.0,0.7124846121773433,-0.1082344784435745,0.0,0.00022352747348180436,0.8046722412109375,0.8046722412109375,0,1,0,0,0
0.7566032409667969,0.12872158364877354,0.6950298676344718,0.5132064819335938,0.3015396000288788,0.56295266208497,0.7183249353670496,0.6455677064275067,0.5971448800196115,0.7566032409667969,0.24339675903320312,0.24339675903320312,0.6512492270275552,0.24339675903320312,0.2075045179881135,1.3514555736678977,0.197857921229522,0.5132064819335938,0.0007973838186917249,0.19428976003922316,0.19428988810341677,0.025729394094763824,0.8404922485351562,0.7566032409667969,0.6430946319704355,0.5127379662354417,0.6965665242169052,0.6979103070043493,0.7566032409667969,0.6331306383008481,0.7440543294618134,0.19428976003922316,0.3436914974593182,0.00024195294363882713,0.7566032409667969,0.7566032409667969,0,1,0,0,0
0.9299526214599609,0.02324546408581531,0.9277239295202518,0.8599052429199219,0.03808735995971875,0.4929886131946019,0.14685351769054272,0.3244506514790246,0.5090780990955733,0.9299526214599609,0.07004737854003906,0.07004737854003906,0.9245713377489094,0.07004737854003906,0.02802773660808808,0.4459968171290295,0.0251430335317753,0.8599052429199219,0.0020026948621078224,0.01815619819114655,0.018156354251015448,0.00046621289587592263,0.9469671249389648,0.9299526214599609,0.22939986505282134,0.1947845997450567,0.9281459937719774,0.9286573094304913,0.9299526214599609,0.2991432994384867,0.14731973058641865,0.01815619819114655,0.054527199237957936,0.0001439016490947244,0.9299526214599609,0.9299526214599609,1,0,0,0,0
0.956395149230957,0.07214709795551925,0.9559000726868284,0.9127902984619141,0.048842481280483616,0.5044943127586616,0.04902846789345806,0.3154986970141269,0.5315019814455347,0.956395149230957,0.04360485076904297,0.04360485076904297,0.9542668732420476,0.04360485076904297,0.04457121364092277,0.2988259122754416,0.07560715849635166,0.9127902984619141,0.0024408847258936993,0.06300396289106948,0.06300411182257867,0.004073155833621431,0.9583520889282227,0.956395149230957,0.14163643466622775,0.1191571944221583,0.9528286581080465,0.9534631428073226,0.956395149230957,0.24979744438198345,0.05310162372707949,0.06300396289106948,0.08533877453039669,0.00011513980792397887,0.956395149230957,0.956395149230957,0,0,0,0,1
0.8862495422363281,-0.04552970666286848,0.8806435396487443,0.7724990844726562,0.0,0.4599256437870197,0.22182946556071456,0.41825571073790735,0.4698474525197737,0.8862495422363281,0.11375045776367188,0.11375045776367188,0.8725797907682415,0.11375045776367188,0.0,0.6141398736695314,-0.05218530717664861,0.7724990844726562,0.0016558961041634476,-0.06030509496045253,-0.06030492642949608,0.004317991785588754,0.9227790832519531,0.8862495422363281,0.3334483579969262,0.2813779171336973,0.891891231527552,0.8927191255570506,0.8862495422363281,0.39231040810881684,0.22614745734630332,-0.06030509496045253,0.0,0.00017901688853943481,0.8862495422363281,0.8862495422363281,0,0,1,0,0
0.8667364120483398,0.15715095025825276,0.8560246106180872,0.7334728240966797,0.15859500500651927,0.5211070012607649,0.23081785205121652,0.656408629289638,0.5832868884872912,0.8667364120483398,0.13326358795166016,0.13326358795166016,0.8413720424231612,0.13326358795166016,0.136108758415609,0.7947692648672743,0.1869483426155625,0.7334728240966797,0.0011690829464000305,0.16657377697458242,0.16657390944411302,0.024471390184612807,0.8676118850708008,0.8667364120483398,0.3637217823771639,0.29159895005020203,0.8360945620843268,0.8401015179629212,0.8667364120483398,0.5639514128160579,0.25528924223582933,0.16657377697458242,0.23960515647361633,0.00019161905228944257,0.8667364120483398,0.8667364120483398,0,0,1,0,0
0.8758010864257812,0.0,0.8758010864257812,0.7516021728515625,0.0,0.4379005432128906,-0.0,-0.0,0.4668944339373233,0.8758010864257812,0.12419891357421875,0.12419891357421875,0.8594261712927893,0.12419891357421875,0.0,0.5413112691183859,0.0,0.7516021728515625,0.0014972118554688555,-0.06621113212535334,-0.0662109626556576,0.0,0.8758010864257812,0.8758010864257812,0.2432300588339289,0.18687437643123456,0.8758010864257812,0.8835137714922894,0.8758010864257812,0.5413112691183859,-0.0,-0.06621113212535334,0.0,0.0001859520858396721,0.8758010864257812,0.8758010864257812,1,0,0,0,0
0.9212360382080078,0.033302654824507526,0.917975837436766,0.8424720764160156,0.056195001458051015,0.5010662911068365,0.1905951542158707,0.3235129157758384,0.5161852167409767,0.9212360382080078,0.07876396179199219,0.07876396179199219,0.9142566234976339,0.07876396179199219,0.038152470127873664,0.5003053129022826,0.03642723957374697,0.8424720764160156,0.0018579995879563927,0.03237043348195351,0.032370587282531074,0.0008598898093104823,0.9444036483764648,0.9212360382080078,0.2580042897869572,0.21878504533471202,0.9182584180180129,0.9186011212168523,0.9212360382080078,0.309710158686412,0.19145504402518118,0.03237043348195351,0.07350070673756479,0.00015187582564143575,0.9212360382080078,0.9212360382080078,0,0,1,0,0
0.9809713363647461,0.0,0.9809713363647461,0.9619426727294922,0.0,0.49048566818237305,-0.0,-0.0,0.4951971380691017,0.9809713363647461,0.019028663635253906,0.019028663635253906,0.980605801915906,0.019028663635253906,0.0,0.13595148240038635,0.0,0.9619426727294922,0.0040482136990289104,-0.009605723861796582,-0.009605563389288491,0.0,0.9809713363647461,0.9809713363647461,0.06376400478014192,0.05438089457628925,0.9809713363647461,0.9811523813846179,0.9809713363647461,0.13595148240038635,-0.0,-0.009605723861796582,0.0,7.703209680244813e-05,0.9809713363647461,0.9809713363647461,1,0,0,0,0
0.8813982009887695,-0.02001725425412625,0.8787263648587484,0.7627964019775391,0.0,0.4463438663595138,0.09581070471097787,0.6844735828433455,0.4684804102212654,0.8813982009887695,0.11860179901123047,0.11860179901123047,0.8665042683486143,0.11860179901123047,0.0,0.583404224591151,-0.023118681350943145,0.7627964019775391,0.0015725551026545392,-0.06303917955746914,-0.06303901059194233,0.0020572566950768922,0.8940448760986328,0.8813982009887695,0.29454455173756044,0.24047368142872996,0.8840781610451813,0.8884313943531197,0.8813982009887695,0.4875935198801732,0.09786796140605476,-0.06303917955746914,0.0,0.00018229347935749783,0.8813982009887695,0.8813982009887695,0,0,1,0,0
